"X.1","Label","X","Y","Perim.","name","radius_man"
2,"Batch22:framenr_130_framevid_June16_20.jpeg",882.5,515.5,1473.407,"framenr_130_framevid_June16_20",235
3,"Batch22:framenr_131_framevid_June09_01.jpeg",542.5,532.5,1310.044,"framenr_131_framevid_June09_01",208
4,"Batch22:framenr_131_framevid_June09_02.jpeg",671,682,1294.336,"framenr_131_framevid_June09_02",206
5,"Batch22:framenr_131_framevid_June12_02.jpeg",1093.5,283.5,1266.062,"framenr_131_framevid_June12_02",202
6,"Batch22:framenr_131_framevid_June16_02.jpeg",1014.5,623.5,958.186,"framenr_131_framevid_June16_02",153
7,"Batch22:framenr_131_framevid_June16_07.jpeg",1043.5,512.5,1115.265,"framenr_131_framevid_June16_07",177
8,"Batch22:framenr_131_framevid_June16_20.jpeg",886,507,1514.248,"framenr_131_framevid_June16_20",241
9,"Batch22:framenr_132_framevid_June09_01.jpeg",548,516,1200.088,"framenr_132_framevid_June09_01",191
10,"Batch22:framenr_132_framevid_June09_02.jpeg",663,681,1237.788,"framenr_132_framevid_June09_02",197
11,"Batch22:framenr_132_framevid_June12_02.jpeg",1050.5,352.5,1203.23,"framenr_132_framevid_June12_02",192
12,"Batch22:framenr_132_framevid_June16_02.jpeg",1010,615,942.478,"framenr_132_framevid_June16_02",150
13,"Batch22:framenr_132_framevid_June16_07.jpeg",1048,518,1118.407,"framenr_132_framevid_June16_07",178
14,"Batch22:framenr_132_framevid_June16_20.jpeg",887.5,501.5,1529.956,"framenr_132_framevid_June16_20",244
15,"Batch22:framenr_133_framevid_June09_01.jpeg",527,510,1256.637,"framenr_133_framevid_June09_01",200
16,"Batch22:framenr_133_framevid_June09_02.jpeg",659,662,1256.637,"framenr_133_framevid_June09_02",200
17,"Batch22:framenr_133_framevid_June12_02.jpeg",1014,414,1281.77,"framenr_133_framevid_June12_02",204
18,"Batch22:framenr_133_framevid_June16_02.jpeg",1006,600,980.177,"framenr_133_framevid_June16_02",156
19,"Batch22:framenr_133_framevid_June16_07.jpeg",1059.5,523.5,1146.681,"framenr_133_framevid_June16_07",182
20,"Batch22:framenr_133_framevid_June16_20.jpeg",880,509,1514.248,"framenr_133_framevid_June16_20",241
21,"Batch22:framenr_134_framevid_June09_01.jpeg",530,504,1237.788,"framenr_134_framevid_June09_01",197
22,"Batch22:framenr_134_framevid_June09_02.jpeg",659.5,630.5,1297.478,"framenr_134_framevid_June09_02",207
23,"Batch22:framenr_134_framevid_June12_02.jpeg",1004.5,427.5,1253.495,"framenr_134_framevid_June12_02",199
24,"Batch22:framenr_134_framevid_June16_02.jpeg",1002.5,605.5,977.035,"framenr_134_framevid_June16_02",155
25,"Batch22:framenr_134_framevid_June16_07.jpeg",1055,523,1036.726,"framenr_134_framevid_June16_07",165
26,"Batch22:framenr_134_framevid_June16_20.jpeg",880,507,1507.964,"framenr_134_framevid_June16_20",240
27,"Batch22:framenr_135_framevid_June09_01.jpeg",517,505,1275.487,"framenr_135_framevid_June09_01",203
28,"Batch22:framenr_135_framevid_June09_02.jpeg",671,602,1394.867,"framenr_135_framevid_June09_02",222
29,"Batch22:framenr_135_framevid_June12_02.jpeg",1003.5,443.5,1196.947,"framenr_135_framevid_June12_02",191
30,"Batch22:framenr_135_framevid_June16_02.jpeg",998,600,917.345,"framenr_135_framevid_June16_02",146
31,"Batch22:framenr_135_framevid_June16_07.jpeg",1053,514,1068.142,"framenr_135_framevid_June16_07",170
32,"Batch22:framenr_135_framevid_June16_20.jpeg",871,514,1476.549,"framenr_135_framevid_June16_20",235
33,"Batch22:framenr_136_framevid_June09_01.jpeg",508,534,1225.221,"framenr_136_framevid_June09_01",195
34,"Batch22:framenr_136_framevid_June09_02.jpeg",684,608,1306.903,"framenr_136_framevid_June09_02",208
35,"Batch22:framenr_136_framevid_June12_02.jpeg",1015.5,451.5,1203.23,"framenr_136_framevid_June12_02",192
36,"Batch22:framenr_136_framevid_June16_02.jpeg",1005,599,929.911,"framenr_136_framevid_June16_02",148
37,"Batch22:framenr_136_framevid_June16_07.jpeg",1046,510,1093.274,"framenr_136_framevid_June16_07",174
38,"Batch22:framenr_136_framevid_June16_20.jpeg",871,497,1545.664,"framenr_136_framevid_June16_20",246
39,"Batch22:framenr_137_framevid_June09_01.jpeg",490,579,1118.407,"framenr_137_framevid_June09_01",178
40,"Batch22:framenr_137_framevid_June09_02.jpeg",119.5,68.5,59.69,"framenr_137_framevid_June09_02",9
41,"Batch22:framenr_137_framevid_June12_02.jpeg",1005.5,470.5,1247.212,"framenr_137_framevid_June12_02",198
42,"Batch22:framenr_137_framevid_June16_02.jpeg",1014,612,973.894,"framenr_137_framevid_June16_02",155
43,"Batch22:framenr_137_framevid_June16_07.jpeg",1066.5,541.5,1021.018,"framenr_137_framevid_June16_07",163
44,"Batch22:framenr_137_framevid_June16_20.jpeg",865,510,1507.964,"framenr_137_framevid_June16_20",240
45,"Batch22:framenr_138_framevid_June09_01.jpeg",86,71,56.549,"framenr_138_framevid_June09_01",9
46,"Batch22:framenr_138_framevid_June12_02.jpeg",1011.5,477.5,1247.212,"framenr_138_framevid_June12_02",198
47,"Batch22:framenr_138_framevid_June16_02.jpeg",1007.5,614.5,920.487,"framenr_138_framevid_June16_02",147
48,"Batch22:framenr_138_framevid_June16_07.jpeg",1078.5,538.5,977.035,"framenr_138_framevid_June16_07",155
49,"Batch22:framenr_138_framevid_June16_20.jpeg",859.5,513.5,1529.956,"framenr_138_framevid_June16_20",244
50,"Batch22:framenr_139_framevid_June09_01.jpeg",178.5,99.5,40.841,"framenr_139_framevid_June09_01",7
1,"Batch23:framenr_139_framevid_June12_02.jpeg",1012.5,480.5,1215.796,"framenr_139_framevid_June12_02",193
2,"Batch23:framenr_139_framevid_June16_02.jpeg",999.5,616.5,882.788,"framenr_139_framevid_June16_02",141
3,"Batch23:framenr_139_framevid_June16_07.jpeg",1093.5,532.5,1021.018,"framenr_139_framevid_June16_07",163
4,"Batch23:framenr_139_framevid_June16_20.jpeg",855,517,1564.513,"framenr_139_framevid_June16_20",249
5,"Batch23:framenr_140_framevid_June09_01.jpeg",125.5,59.5,47.124,"framenr_140_framevid_June09_01",8
6,"Batch23:framenr_140_framevid_June12_02.jpeg",1017,502,1212.655,"framenr_140_framevid_June12_02",193
7,"Batch23:framenr_140_framevid_June16_02.jpeg",999,613,879.646,"framenr_140_framevid_June16_02",140
8,"Batch23:framenr_140_framevid_June16_07.jpeg",1102.5,538.5,1039.867,"framenr_140_framevid_June16_07",165
9,"Batch23:framenr_140_framevid_June16_20.jpeg",841.5,524.5,1573.938,"framenr_140_framevid_June16_20",251
10,"Batch23:framenr_141_framevid_June09_01.jpeg",99,67,25.133,"framenr_141_framevid_June09_01",4
11,"Batch23:framenr_141_framevid_June12_02.jpeg",1008.5,492.5,1234.646,"framenr_141_framevid_June12_02",197
12,"Batch23:framenr_141_framevid_June16_02.jpeg",1006.5,617.5,920.487,"framenr_141_framevid_June16_02",147
13,"Batch23:framenr_141_framevid_June16_07.jpeg",1120,543,1055.575,"framenr_141_framevid_June16_07",168
14,"Batch23:framenr_141_framevid_June16_20.jpeg",851.5,524.5,1636.77,"framenr_141_framevid_June16_20",261
15,"Batch23:framenr_142_framevid_June09_01.jpeg",80.5,91.5,40.841,"framenr_142_framevid_June09_01",7
16,"Batch23:framenr_142_framevid_June12_02.jpeg",1005.5,497.5,1222.08,"framenr_142_framevid_June12_02",195
17,"Batch23:framenr_142_framevid_June16_02.jpeg",1006.5,626.5,895.354,"framenr_142_framevid_June16_02",143
18,"Batch23:framenr_142_framevid_June16_07.jpeg",1121,534,1036.726,"framenr_142_framevid_June16_07",165
19,"Batch23:framenr_142_framevid_June16_20.jpeg",874,523,1570.796,"framenr_142_framevid_June16_20",250
20,"Batch23:framenr_143_framevid_June09_01.jpeg",105.5,83.5,28.274,"framenr_143_framevid_June09_01",4
21,"Batch23:framenr_143_framevid_June12_02.jpeg",1011,498,1212.655,"framenr_143_framevid_June12_02",193
22,"Batch23:framenr_143_framevid_June16_02.jpeg",1006,631,879.646,"framenr_143_framevid_June16_02",140
23,"Batch23:framenr_143_framevid_June16_07.jpeg",1129,530,1043.009,"framenr_143_framevid_June16_07",166
24,"Batch23:framenr_143_framevid_June16_20.jpeg",891.5,500.5,1561.372,"framenr_143_framevid_June16_20",249
25,"Batch23:framenr_144_framevid_June09_01.jpeg",115,70,62.832,"framenr_144_framevid_June09_01",10
26,"Batch23:framenr_144_framevid_June12_02.jpeg",1006.5,503.5,1209.513,"framenr_144_framevid_June12_02",192
27,"Batch23:framenr_144_framevid_June16_02.jpeg",1013.5,630.5,907.92,"framenr_144_framevid_June16_02",144
28,"Batch23:framenr_144_framevid_June16_07.jpeg",1119.5,523.5,1027.301,"framenr_144_framevid_June16_07",164
29,"Batch23:framenr_144_framevid_June16_20.jpeg",882,480,1451.416,"framenr_144_framevid_June16_20",231
30,"Batch23:framenr_145_framevid_June09_01.jpeg",83,65,37.699,"framenr_145_framevid_June09_01",6
31,"Batch23:framenr_145_framevid_June12_02.jpeg",998.5,513.5,1115.265,"framenr_145_framevid_June12_02",177
32,"Batch23:framenr_145_framevid_June16_02.jpeg",1009.5,628.5,889.071,"framenr_145_framevid_June16_02",142
33,"Batch23:framenr_145_framevid_June16_07.jpeg",1085,496,1124.69,"framenr_145_framevid_June16_07",179
34,"Batch23:framenr_145_framevid_June16_20.jpeg",900,424,1426.283,"framenr_145_framevid_June16_20",227
35,"Batch23:framenr_146_framevid_June09_01.jpeg",107,80,62.832,"framenr_146_framevid_June09_01",10
36,"Batch23:framenr_146_framevid_June12_02.jpeg",1001,504,1174.956,"framenr_146_framevid_June12_02",187
37,"Batch23:framenr_146_framevid_June16_02.jpeg",1021.5,620.5,926.77,"framenr_146_framevid_June16_02",148
38,"Batch23:framenr_146_framevid_June16_07.jpeg",1058,514,1187.522,"framenr_146_framevid_June16_07",189
39,"Batch23:framenr_146_framevid_June16_20.jpeg",925.5,369.5,1548.805,"framenr_146_framevid_June16_20",246
40,"Batch23:framenr_147_framevid_June09_01.jpeg",100,90,18.85,"framenr_147_framevid_June09_01",3
41,"Batch23:framenr_147_framevid_June12_02.jpeg",1004.5,495.5,1171.814,"framenr_147_framevid_June12_02",186
42,"Batch23:framenr_147_framevid_June16_02.jpeg",1011,608,923.628,"framenr_147_framevid_June16_02",147
43,"Batch23:framenr_147_framevid_June16_07.jpeg",1068,546,1124.69,"framenr_147_framevid_June16_07",179
44,"Batch23:framenr_147_framevid_June16_20.jpeg",930,329,1514.248,"framenr_147_framevid_June16_20",241
45,"Batch23:framenr_148_framevid_June09_01.jpeg",122.5,77.5,34.558,"framenr_148_framevid_June09_01",6
46,"Batch23:framenr_148_framevid_June12_02.jpeg",1008.5,501.5,1146.681,"framenr_148_framevid_June12_02",182
47,"Batch23:framenr_148_framevid_June16_02.jpeg",1002.5,596.5,939.336,"framenr_148_framevid_June16_02",149
48,"Batch23:framenr_148_framevid_June16_07.jpeg",1061.5,563.5,1127.832,"framenr_148_framevid_June16_07",180
49,"Batch23:framenr_148_framevid_June16_20.jpeg",999,324,1539.38,"framenr_148_framevid_June16_20",245
50,"Batch23:framenr_149_framevid_June09_01.jpeg",97.5,76.5,34.558,"framenr_149_framevid_June09_01",6
1,"Batch24:framenr_149_framevid_June12_02.jpeg",1008,486,1168.672,"framenr_149_framevid_June12_02",186
2,"Batch24:framenr_149_framevid_June16_02.jpeg",1008.5,587.5,958.186,"framenr_149_framevid_June16_02",153
3,"Batch24:framenr_149_framevid_June16_07.jpeg",1027,584,1074.425,"framenr_149_framevid_June16_07",171
4,"Batch24:framenr_149_framevid_June16_20.jpeg",1044.5,297.5,1536.239,"framenr_149_framevid_June16_20",245
5,"Batch24:framenr_150_framevid_June09_01.jpeg",102.5,68.5,40.841,"framenr_150_framevid_June09_01",7
6,"Batch24:framenr_150_framevid_June12_02.jpeg",1011,498,1099.557,"framenr_150_framevid_June12_02",175
7,"Batch24:framenr_150_framevid_June16_02.jpeg",1014.5,597.5,964.469,"framenr_150_framevid_June16_02",154
8,"Batch24:framenr_150_framevid_June16_07.jpeg",1018.5,591.5,1165.531,"framenr_150_framevid_June16_07",186
9,"Batch24:framenr_150_framevid_June16_20.jpeg",1032,273,1451.416,"framenr_150_framevid_June16_20",231
10,"Batch24:framenr_151_framevid_June09_01.jpeg",118.5,59.5,40.841,"framenr_151_framevid_June09_01",7
11,"Batch24:framenr_151_framevid_June12_02.jpeg",1021.5,490.5,1134.115,"framenr_151_framevid_June12_02",181
12,"Batch24:framenr_151_framevid_June16_02.jpeg",1025.5,613.5,970.752,"framenr_151_framevid_June16_02",154
13,"Batch24:framenr_151_framevid_June16_07.jpeg",1003,605,1112.124,"framenr_151_framevid_June16_07",177
14,"Batch24:framenr_151_framevid_June16_20.jpeg",1056.5,270.5,1492.257,"framenr_151_framevid_June16_20",238
15,"Batch24:framenr_152_framevid_June09_01.jpeg",972,461,1055.575,"framenr_152_framevid_June09_01",168
16,"Batch24:framenr_152_framevid_June12_02.jpeg",1039,483,1130.973,"framenr_152_framevid_June12_02",180
17,"Batch24:framenr_152_framevid_June16_02.jpeg",1036,634,942.478,"framenr_152_framevid_June16_02",150
18,"Batch24:framenr_152_framevid_June16_07.jpeg",976.5,614.5,1178.097,"framenr_152_framevid_June16_07",187
19,"Batch24:framenr_152_framevid_June16_20.jpeg",1073.5,259.5,1542.522,"framenr_152_framevid_June16_20",246
20,"Batch24:framenr_153_framevid_June09_01.jpeg",1008,413,1200.088,"framenr_153_framevid_June09_01",191
21,"Batch24:framenr_153_framevid_June12_02.jpeg",1047,473,1112.124,"framenr_153_framevid_June12_02",177
22,"Batch24:framenr_153_framevid_June16_02.jpeg",1035,622,967.611,"framenr_153_framevid_June16_02",154
23,"Batch24:framenr_153_framevid_June16_07.jpeg",955,622,1193.805,"framenr_153_framevid_June16_07",190
24,"Batch24:framenr_153_framevid_June16_20.jpeg",1063,242,1445.133,"framenr_153_framevid_June16_20",230
25,"Batch24:framenr_154_framevid_June09_01.jpeg",997,397,1306.903,"framenr_154_framevid_June09_01",208
26,"Batch24:framenr_154_framevid_June12_02.jpeg",1055,471,1074.425,"framenr_154_framevid_June12_02",171
27,"Batch24:framenr_154_framevid_June16_02.jpeg",1032.5,611.5,989.602,"framenr_154_framevid_June16_02",158
28,"Batch24:framenr_154_framevid_June16_07.jpeg",952,625,1174.956,"framenr_154_framevid_June16_07",187
29,"Batch24:framenr_154_framevid_June16_20.jpeg",1123,247,1507.964,"framenr_154_framevid_June16_20",240
30,"Batch24:framenr_155_framevid_June09_01.jpeg",1024,393,1218.938,"framenr_155_framevid_June09_01",194
31,"Batch24:framenr_155_framevid_June12_02.jpeg",1065.5,470.5,1077.566,"framenr_155_framevid_June12_02",171
32,"Batch24:framenr_155_framevid_June16_02.jpeg",1024,617,917.345,"framenr_155_framevid_June16_02",146
33,"Batch24:framenr_155_framevid_June16_07.jpeg",940,620,1162.389,"framenr_155_framevid_June16_07",185
34,"Batch24:framenr_155_framevid_June16_20.jpeg",1180,232.433,1489.115,"framenr_155_framevid_June16_20",237
35,"Batch24:framenr_156_framevid_June09_01.jpeg",1012,375,1344.602,"framenr_156_framevid_June09_01",214
36,"Batch24:framenr_156_framevid_June12_02.jpeg",1064,442,1137.257,"framenr_156_framevid_June12_02",181
37,"Batch24:framenr_156_framevid_June16_02.jpeg",1033.5,619.5,945.619,"framenr_156_framevid_June16_02",150
38,"Batch24:framenr_156_framevid_June16_07.jpeg",927,618,1174.956,"framenr_156_framevid_June16_07",187
39,"Batch24:framenr_156_framevid_June16_20.jpeg",1200.5,238.5,1416.858,"framenr_156_framevid_June16_20",225
40,"Batch24:framenr_157_framevid_June09_01.jpeg",1001.5,367.5,1391.726,"framenr_157_framevid_June09_01",222
41,"Batch24:framenr_157_framevid_June12_02.jpeg",1059,408,1174.956,"framenr_157_framevid_June12_02",187
42,"Batch24:framenr_157_framevid_June16_02.jpeg",1036.5,625.5,933.053,"framenr_157_framevid_June16_02",148
43,"Batch24:framenr_157_framevid_June16_07.jpeg",962,616,1074.425,"framenr_157_framevid_June16_07",171
44,"Batch24:framenr_157_framevid_June16_20.jpeg",1240,265,1476.549,"framenr_157_framevid_June16_20",235
45,"Batch24:framenr_158_framevid_June09_01.jpeg",1004.5,373.5,1410.575,"framenr_158_framevid_June09_01",224
46,"Batch24:framenr_158_framevid_June12_02.jpeg",1061.5,411.5,1253.495,"framenr_158_framevid_June12_02",199
47,"Batch24:framenr_158_framevid_June16_02.jpeg",1043,631,961.327,"framenr_158_framevid_June16_02",153
48,"Batch24:framenr_158_framevid_June16_07.jpeg",976,592,1099.557,"framenr_158_framevid_June16_07",175
49,"Batch24:framenr_158_framevid_June16_20.jpeg",1237.5,279.5,1410.575,"framenr_158_framevid_June16_20",224
50,"Batch24:framenr_159_framevid_June09_01.jpeg",1011.5,381.5,1410.575,"framenr_159_framevid_June09_01",224
1,"Batch25:framenr_159_framevid_June12_02.jpeg",75,53,50.265,"framenr_159_framevid_June12_02",8
2,"Batch25:framenr_159_framevid_June16_02.jpeg",1043.5,638.5,951.903,"framenr_159_framevid_June16_02",152
3,"Batch25:framenr_159_framevid_June16_07.jpeg",1019.5,617.5,989.602,"framenr_159_framevid_June16_07",158
4,"Batch25:framenr_159_framevid_June16_20.jpeg",1243,310,1457.699,"framenr_159_framevid_June16_20",232
5,"Batch25:framenr_160_framevid_June09_01.jpeg",1013.5,393.5,1423.141,"framenr_160_framevid_June09_01",226
6,"Batch25:framenr_160_framevid_June12_02.jpeg",101.5,62.5,40.841,"framenr_160_framevid_June12_02",7
7,"Batch25:framenr_160_framevid_June16_02.jpeg",1035,643,898.495,"framenr_160_framevid_June16_02",143
8,"Batch25:framenr_160_framevid_June16_07.jpeg",1126.5,635.5,983.319,"framenr_160_framevid_June16_07",157
9,"Batch25:framenr_160_framevid_June16_20.jpeg",1222.5,323.5,1291.195,"framenr_160_framevid_June16_20",206
10,"Batch25:framenr_161_framevid_June09_01.jpeg",1016.5,406.5,1423.141,"framenr_161_framevid_June09_01",226
11,"Batch25:framenr_161_framevid_June12_02.jpeg",71,47,37.699,"framenr_161_framevid_June12_02",6
12,"Batch25:framenr_161_framevid_June16_02.jpeg",1031.5,635.5,926.77,"framenr_161_framevid_June16_02",148
13,"Batch25:framenr_161_framevid_June16_07.jpeg",1234.5,652.5,1083.849,"framenr_161_framevid_June16_07",172
14,"Batch25:framenr_161_framevid_June16_20.jpeg",1191.5,321.5,1423.141,"framenr_161_framevid_June16_20",226
15,"Batch25:framenr_162_framevid_June09_01.jpeg",1014,414,1445.133,"framenr_162_framevid_June09_01",230
16,"Batch25:framenr_162_framevid_June12_02.jpeg",116,63,56.549,"framenr_162_framevid_June12_02",9
17,"Batch25:framenr_162_framevid_June16_02.jpeg",1030.5,634.5,933.053,"framenr_162_framevid_June16_02",148
18,"Batch25:framenr_162_framevid_June16_07.jpeg",1315.5,721.5,1058.717,"framenr_162_framevid_June16_07",169
19,"Batch25:framenr_162_framevid_June16_20.jpeg",1178,353,1420,"framenr_162_framevid_June16_20",226
20,"Batch25:framenr_163_framevid_June09_01.jpeg",1016,422,1438.849,"framenr_163_framevid_June09_01",229
21,"Batch25:framenr_163_framevid_June12_02.jpeg",99.5,58.5,34.558,"framenr_163_framevid_June12_02",6
22,"Batch25:framenr_163_framevid_June16_02.jpeg",1037,631,936.195,"framenr_163_framevid_June16_02",149
23,"Batch25:framenr_163_framevid_June16_07.jpeg",1418.5,794.5,945.619,"framenr_163_framevid_June16_07",150
24,"Batch25:framenr_163_framevid_June16_20.jpeg",1181.5,342.5,1416.858,"framenr_163_framevid_June16_20",225
25,"Batch25:framenr_164_framevid_June09_01.jpeg",1017.5,428.5,1429.425,"framenr_164_framevid_June09_01",228
26,"Batch25:framenr_164_framevid_June12_02.jpeg",1068.5,492.5,1108.982,"framenr_164_framevid_June12_02",176
27,"Batch25:framenr_164_framevid_June16_02.jpeg",1028.5,610.5,951.903,"framenr_164_framevid_June16_02",152
28,"Batch25:framenr_164_framevid_June16_07.jpeg",147,82,75.398,"framenr_164_framevid_June16_07",12
29,"Batch25:framenr_164_framevid_June16_20.jpeg",1149.5,392.5,1366.593,"framenr_164_framevid_June16_20",218
30,"Batch25:framenr_165_framevid_June09_01.jpeg",1014.5,429.5,1410.575,"framenr_165_framevid_June09_01",224
31,"Batch25:framenr_165_framevid_June12_02.jpeg",1071.5,506.5,1178.097,"framenr_165_framevid_June12_02",187
32,"Batch25:framenr_165_framevid_June16_02.jpeg",1015,586,986.46,"framenr_165_framevid_June16_02",157
33,"Batch25:framenr_165_framevid_June16_07.jpeg",1722.5,867.5,989.602,"framenr_165_framevid_June16_07",158
34,"Batch25:framenr_165_framevid_June16_20.jpeg",1118,435,1438.849,"framenr_165_framevid_June16_20",229
35,"Batch25:framenr_166_framevid_June09_01.jpeg",1003.5,436.5,1448.274,"framenr_166_framevid_June09_01",230
36,"Batch25:framenr_166_framevid_June12_02.jpeg",1065.5,510.5,1146.681,"framenr_166_framevid_June12_02",182
37,"Batch25:framenr_166_framevid_June16_02.jpeg",996,588,980.177,"framenr_166_framevid_June16_02",156
38,"Batch25:framenr_166_framevid_June16_20.jpeg",1121.5,481.5,1297.478,"framenr_166_framevid_June16_20",207
39,"Batch25:framenr_167_framevid_June09_01.jpeg",999.5,454.5,1416.858,"framenr_167_framevid_June09_01",225
40,"Batch25:framenr_167_framevid_June12_02.jpeg",1071,509,1137.257,"framenr_167_framevid_June12_02",181
41,"Batch25:framenr_167_framevid_June16_02.jpeg",993,595,1005.31,"framenr_167_framevid_June16_02",160
42,"Batch25:framenr_167_framevid_June16_20.jpeg",1057.5,603.5,1398.009,"framenr_167_framevid_June16_20",223
43,"Batch25:framenr_168_framevid_June09_01.jpeg",985.5,459.5,1423.141,"framenr_168_framevid_June09_01",226
44,"Batch25:framenr_168_framevid_June12_02.jpeg",1078.5,514.5,1171.814,"framenr_168_framevid_June12_02",186
45,"Batch25:framenr_168_framevid_June16_02.jpeg",990.5,624.5,951.903,"framenr_168_framevid_June16_02",152
46,"Batch25:framenr_168_framevid_June16_20.jpeg",93.5,48.5,72.257,"framenr_168_framevid_June16_20",12
47,"Batch25:framenr_169_framevid_June09_01.jpeg",968.5,463.5,1448.274,"framenr_169_framevid_June09_01",230
48,"Batch25:framenr_169_framevid_June12_02.jpeg",1081.5,516.5,1190.664,"framenr_169_framevid_June12_02",190
49,"Batch25:framenr_169_framevid_June16_02.jpeg",1000,647,967.611,"framenr_169_framevid_June16_02",154
50,"Batch25:framenr_169_framevid_June16_20.jpeg",86.5,72.5,72.257,"framenr_169_framevid_June16_20",12
1,"Batch26:framenr_170_framevid_June09_01.jpeg",963,465,1451.416,"framenr_170_framevid_June09_01",231
2,"Batch26:framenr_170_framevid_June12_02.jpeg",1088.5,517.5,1171.814,"framenr_170_framevid_June12_02",186
3,"Batch26:framenr_170_framevid_June16_02.jpeg",997,640,980.177,"framenr_170_framevid_June16_02",156
4,"Batch26:framenr_171_framevid_June09_01.jpeg",952.5,476.5,1423.141,"framenr_171_framevid_June09_01",226
5,"Batch26:framenr_171_framevid_June12_02.jpeg",1091.5,526.5,1184.38,"framenr_171_framevid_June12_02",188
6,"Batch26:framenr_171_framevid_June16_02.jpeg",992,647,955.044,"framenr_171_framevid_June16_02",152
7,"Batch26:framenr_172_framevid_June09_01.jpeg",953.5,482.5,1385.442,"framenr_172_framevid_June09_01",220
8,"Batch26:framenr_172_framevid_June12_02.jpeg",1091,524,1193.805,"framenr_172_framevid_June12_02",190
9,"Batch26:framenr_172_framevid_June16_02.jpeg",994.5,662.5,939.336,"framenr_172_framevid_June16_02",149
10,"Batch26:framenr_173_framevid_June09_01.jpeg",935.5,485.5,1454.557,"framenr_173_framevid_June09_01",231
11,"Batch26:framenr_173_framevid_June12_02.jpeg",1090.5,523.5,1159.248,"framenr_173_framevid_June12_02",185
12,"Batch26:framenr_173_framevid_June16_02.jpeg",1002,677,948.761,"framenr_173_framevid_June16_02",151
13,"Batch26:framenr_174_framevid_June09_01.jpeg",929,502,1420,"framenr_174_framevid_June09_01",226
14,"Batch26:framenr_174_framevid_June12_02.jpeg",1089,529,1156.106,"framenr_174_framevid_June12_02",184
15,"Batch26:framenr_174_framevid_June16_02.jpeg",1014.5,693.5,958.186,"framenr_174_framevid_June16_02",153
16,"Batch26:framenr_175_framevid_June09_01.jpeg",921.5,506.5,1416.858,"framenr_175_framevid_June09_01",225
17,"Batch26:framenr_175_framevid_June12_02.jpeg",1097,526,1206.372,"framenr_175_framevid_June12_02",192
18,"Batch26:framenr_175_framevid_June16_02.jpeg",1010.5,703.5,920.487,"framenr_175_framevid_June16_02",147
19,"Batch26:framenr_176_framevid_June09_01.jpeg",900.5,503.5,1479.69,"framenr_176_framevid_June09_01",235
20,"Batch26:framenr_176_framevid_June12_02.jpeg",1092.5,529.5,1184.38,"framenr_176_framevid_June12_02",188
21,"Batch26:framenr_176_framevid_June16_02.jpeg",1012.5,713.5,933.053,"framenr_176_framevid_June16_02",148
22,"Batch26:framenr_177_framevid_June09_01.jpeg",907.5,514.5,1398.009,"framenr_177_framevid_June09_01",223
23,"Batch26:framenr_177_framevid_June12_02.jpeg",1089,514,1218.938,"framenr_177_framevid_June12_02",194
24,"Batch26:framenr_177_framevid_June16_02.jpeg",1016.5,712.5,939.336,"framenr_177_framevid_June16_02",149
25,"Batch26:framenr_178_framevid_June09_01.jpeg",893,516,1426.283,"framenr_178_framevid_June09_01",227
26,"Batch26:framenr_178_framevid_June12_02.jpeg",1092.5,506.5,1222.08,"framenr_178_framevid_June12_02",195
27,"Batch26:framenr_178_framevid_June16_02.jpeg",1025,719,961.327,"framenr_178_framevid_June16_02",153
28,"Batch26:framenr_179_framevid_June09_01.jpeg",886.5,525.5,1410.575,"framenr_179_framevid_June09_01",224
29,"Batch26:framenr_179_framevid_June12_02.jpeg",1092.5,494.5,1247.212,"framenr_179_framevid_June12_02",198
30,"Batch26:framenr_179_framevid_June16_02.jpeg",1022.5,722.5,945.619,"framenr_179_framevid_June16_02",150
31,"Batch26:framenr_180_framevid_June09_01.jpeg",882.5,529.5,1372.876,"framenr_180_framevid_June09_01",219
32,"Batch26:framenr_180_framevid_June12_02.jpeg",1090,484,1300.619,"framenr_180_framevid_June12_02",207
33,"Batch26:framenr_180_framevid_June16_02.jpeg",1023.5,713.5,958.186,"framenr_180_framevid_June16_02",153
34,"Batch26:framenr_181_framevid_June09_01.jpeg",875.5,528.5,1385.442,"framenr_181_framevid_June09_01",220
35,"Batch26:framenr_181_framevid_June12_02.jpeg",1084,477,1332.035,"framenr_181_framevid_June12_02",212
36,"Batch26:framenr_181_framevid_June16_02.jpeg",1026,714,948.761,"framenr_181_framevid_June16_02",151
37,"Batch26:framenr_182_framevid_June09_01.jpeg",877.5,534.5,1335.177,"framenr_182_framevid_June09_01",213
38,"Batch26:framenr_182_framevid_June12_02.jpeg",1093,486,1332.035,"framenr_182_framevid_June12_02",212
39,"Batch26:framenr_182_framevid_June16_02.jpeg",1020.5,715.5,907.92,"framenr_182_framevid_June16_02",144
40,"Batch26:framenr_183_framevid_June09_01.jpeg",871,536,1332.035,"framenr_183_framevid_June09_01",212
41,"Batch26:framenr_183_framevid_June12_02.jpeg",1101,514,1338.318,"framenr_183_framevid_June12_02",213
42,"Batch26:framenr_183_framevid_June16_02.jpeg",1025.5,716.5,970.752,"framenr_183_framevid_June16_02",154
43,"Batch26:framenr_184_framevid_June09_01.jpeg",865.5,528.5,1322.611,"framenr_184_framevid_June09_01",211
44,"Batch26:framenr_184_framevid_June12_02.jpeg",1074,526,1306.903,"framenr_184_framevid_June12_02",208
